#id,targetid,jd,filter,mag,magerr,datatype,reference,quality,instrumentid,telescopeid,groupid,datecreated,source,note,flux,fluxerr,fluxunit,SNR,mag3sig,objectname,dateobs
2663541,1786,2459640.82892,U,16.4385,0.0237,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663542,1786,2459640.83268,U,16.4336,0.0219,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663547,1786,2459641.70522,U,16.8311,0.0219,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,533,1m014,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663548,1786,2459641.70899,U,16.848,0.0209,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,533,1m014,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663553,1786,2459642.68341,U,16.9253,0.019,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,533,1m014,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663554,1786,2459642.68719,U,15.9648,0.0306,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,533,1m014,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663555,1786,2459642.94687,U,16.8786,0.0518,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663556,1786,2459642.95066,U,16.8619,0.0489,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663561,1786,2459644.24638,U,16.6178,0.0256,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663562,1786,2459644.25017,U,16.5921,0.0237,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663567,1786,2459644.81242,U,16.6235,0.0246,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663568,1786,2459644.8162,U,16.6647,0.0228,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663573,1786,2459645.8753,U,16.8986,0.0228,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663574,1786,2459645.87907,U,16.8802,0.0228,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:12,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663579,1786,2459646.8071,U,16.7874,0.0265,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663580,1786,2459646.811,U,16.8,0.0275,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663584,1786,2459647.59037,U,16.8443,0.0371,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,4,1m012,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663585,1786,2459647.59415,U,16.8324,0.0381,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,4,1m012,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663590,1786,2459648.19678,U,16.6052,0.0284,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,5,1m011,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663591,1786,2459648.20057,U,16.602,0.0303,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,5,1m011,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663596,1786,2459648.84482,U,17.0447,0.0284,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663597,1786,2459648.8486,U,17.0617,0.0313,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663602,1786,2459651.67733,U,17.4694,0.0342,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663603,1786,2459651.68112,U,17.5164,0.0284,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663608,1786,2459654.58171,U,17.4336,0.0707,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663609,1786,2459654.58549,U,17.3927,0.0707,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663614,1786,2459656.63981,U,17.8806,0.0936,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663615,1786,2459656.64359,U,17.7702,0.0916,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663620,1786,2459659.60339,U,17.7815,0.1655,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663621,1786,2459659.60717,U,17.911,0.1715,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663626,1786,2459662.88131,U,18.3486,0.1345,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663627,1786,2459662.88509,U,18.392,0.1325,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663632,1786,2459665.8788,U,18.7807,0.1614,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663633,1786,2459665.88258,U,18.5665,0.1305,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663638,1786,2459674.87804,U,19.1385,0.1755,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663639,1786,2459674.88182,U,19.3422,0.2124,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663644,1786,2459681.52618,U,18.7812,0.3912,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663646,1786,2459686.58368,U,20.2741,0.4501,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663647,1786,2459686.58749,U,19.8289,0.3871,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663648,1786,2459687.80525,U,19.9348,0.5064,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663653,1786,2459694.80176,U,20.5937,0.4255,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663654,1786,2459694.80556,U,19.9714,0.3097,1,960,NULL,NULL,NULL,1,2024-05-24 20:32:13,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663727,1786,2459640.83668,B,17.2212,0.0121,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663728,1786,2459640.83931,B,17.2323,0.0113,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663729,1786,2459640.84216,V,17.4694,0.015,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663730,1786,2459640.84385,V,17.481,0.0141,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663731,1786,2459640.84575,g,17.1343,0.009,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663732,1786,2459640.84837,g,17.1241,0.0097,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663733,1786,2459640.85119,r,17.5738,0.0224,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663734,1786,2459640.85288,r,17.5698,0.0207,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663735,1786,2459640.85477,i,17.7064,0.041,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663736,1786,2459640.85645,i,17.7426,0.0348,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663737,1786,2459641.71298,B,17.5018,0.0105,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663738,1786,2459641.71559,B,17.5223,0.0105,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663739,1786,2459641.7184,V,17.5555,0.0159,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663740,1786,2459641.72009,V,17.5889,0.015,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663741,1786,2459641.72198,g,17.3532,0.0089,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663742,1786,2459641.7246,g,17.3441,0.0096,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663743,1786,2459641.72739,r,17.6533,0.0181,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663744,1786,2459641.72909,r,17.6646,0.0216,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:01,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663745,1786,2459641.73096,i,17.7579,0.0331,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663746,1786,2459641.73266,i,17.76,0.034,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663747,1786,2459642.95462,B,17.598,0.0357,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663748,1786,2459642.95724,B,17.5525,0.0327,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663749,1786,2459642.96005,V,17.5082,0.0309,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663750,1786,2459642.96174,V,17.5778,0.0338,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663751,1786,2459642.96366,g,17.3342,0.0157,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663752,1786,2459642.96629,g,17.3013,0.025,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663753,1786,2459642.9691,r,17.6089,0.0289,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663754,1786,2459642.9708,r,17.6312,0.0365,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663755,1786,2459642.97267,i,17.5779,0.0635,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663756,1786,2459642.97437,i,17.748,0.054,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663757,1786,2459644.25417,B,17.5523,0.0105,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663758,1786,2459644.25679,B,17.5458,0.0113,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663759,1786,2459644.2596,V,17.4543,0.0177,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663760,1786,2459644.2613,V,17.4735,0.0177,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663761,1786,2459644.26318,g,17.3352,0.009,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663762,1786,2459644.26581,g,17.3924,0.0097,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663763,1786,2459644.26862,r,17.5311,0.016,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663764,1786,2459644.82019,B,17.3472,0.0147,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663765,1786,2459644.82281,B,17.346,0.0147,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663766,1786,2459644.82562,V,17.4174,0.0186,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663767,1786,2459644.82732,V,17.4512,0.0186,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663768,1786,2459644.82921,g,17.1976,0.0129,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663769,1786,2459644.83184,g,17.2168,0.0121,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663770,1786,2459644.83465,r,17.4781,0.0261,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663771,1786,2459644.83634,r,17.4903,0.0233,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663772,1786,2459644.83822,i,17.6069,0.0331,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663773,1786,2459644.83993,i,17.6081,0.0366,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663774,1786,2459645.88303,B,17.4305,0.0121,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663775,1786,2459645.88567,B,17.4241,0.0113,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663776,1786,2459645.88848,V,17.4888,0.0159,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663777,1786,2459645.89017,V,17.5112,0.0133,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663778,1786,2459645.89207,g,17.2635,0.0096,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663779,1786,2459645.89469,g,17.2573,0.0112,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663780,1786,2459645.89749,r,17.4987,0.0198,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663781,1786,2459645.89918,r,17.5029,0.0207,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663782,1786,2459645.90105,i,17.6061,0.0549,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663783,1786,2459645.90274,i,17.5692,0.0438,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663784,1786,2459646.815,B,17.4094,0.0129,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663785,1786,2459646.81762,B,17.4182,0.0129,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663786,1786,2459646.82238,V,17.4784,0.0133,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663787,1786,2459646.82425,g,17.2521,0.0104,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663788,1786,2459646.82687,g,17.2653,0.0097,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663789,1786,2459646.82968,r,17.4826,0.0207,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663790,1786,2459646.83137,r,17.4897,0.0207,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663791,1786,2459646.83326,i,17.5478,0.034,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663792,1786,2459646.835,i,17.5111,0.0331,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663793,1786,2459647.59814,B,17.5295,0.0269,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663794,1786,2459647.60076,B,17.5402,0.0259,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663795,1786,2459647.60363,V,17.4399,0.0242,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663796,1786,2459647.60534,V,17.4049,0.0213,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663797,1786,2459647.60721,g,17.3107,0.0183,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663798,1786,2459647.60983,g,17.2966,0.0165,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663799,1786,2459647.61264,r,17.4847,0.0243,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663800,1786,2459647.61435,r,17.4843,0.0243,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663801,1786,2459647.61622,i,17.4701,0.0438,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663802,1786,2459647.61792,i,17.4583,0.053,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663803,1786,2459648.2053,B,17.5428,0.0121,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663804,1786,2459648.20792,B,17.5104,0.0129,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663805,1786,2459648.21074,V,17.4139,0.0177,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663806,1786,2459648.21244,V,17.4004,0.0177,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663807,1786,2459648.21455,g,17.335,0.0104,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663808,1786,2459648.21722,g,17.3191,0.0096,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663809,1786,2459648.22011,r,17.3955,0.0173,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663810,1786,2459648.22233,r,17.4078,0.019,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663811,1786,2459648.22423,i,17.4107,0.0323,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663812,1786,2459648.22612,i,17.3379,0.1006,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,5,1m0-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663813,1786,2459648.85257,B,17.5551,0.0129,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663814,1786,2459648.85519,B,17.5639,0.0129,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663815,1786,2459648.85801,V,17.4834,0.0159,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:02,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663816,1786,2459648.8597,V,17.4931,0.0168,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663817,1786,2459648.86159,g,17.3281,0.0183,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663818,1786,2459648.86421,g,17.3638,0.0113,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663819,1786,2459648.86703,r,17.4697,0.0242,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663820,1786,2459648.86873,r,17.4761,0.0233,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663821,1786,2459648.87061,i,17.5067,0.0306,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663822,1786,2459648.8723,i,17.5258,0.0306,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663823,1786,2459651.6851,B,17.8579,0.0138,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663824,1786,2459651.68772,B,17.8553,0.0121,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663825,1786,2459651.69054,V,17.682,0.0186,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663826,1786,2459651.69223,V,17.6845,0.0168,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663827,1786,2459651.69411,g,17.6278,0.012,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
