#id,targetid,jd,filter,mag,magerr,datatype,reference,quality,instrumentid,telescopeid,groupid,datecreated,source,note,flux,fluxerr,fluxunit,SNR,mag3sig,objectname,dateobs
2663828,1786,2459651.69673,g,17.6077,0.012,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663829,1786,2459651.69952,r,17.6215,0.0198,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663830,1786,2459651.70122,r,17.6228,0.0173,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663831,1786,2459651.70309,i,17.5188,0.0267,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663832,1786,2459651.70479,i,17.5499,0.034,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663833,1786,2459654.58946,B,17.9399,0.0416,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663834,1786,2459654.59208,B,17.8961,0.0445,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663835,1786,2459654.59489,V,17.6446,0.0319,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663836,1786,2459654.59659,V,17.6684,0.0338,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663837,1786,2459654.59847,g,17.5885,0.026,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663838,1786,2459654.60109,g,17.628,0.0241,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663839,1786,2459654.60389,r,17.5592,0.0279,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663840,1786,2459654.60558,r,17.5726,0.0279,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663841,1786,2459654.60746,i,17.5064,0.0512,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663842,1786,2459654.60915,i,17.4796,0.0447,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663843,1786,2459656.64758,B,18.0883,0.0564,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663844,1786,2459656.6502,B,18.1276,0.0554,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663845,1786,2459656.65301,V,17.8431,0.0456,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663846,1786,2459656.65471,V,17.8308,0.0387,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663847,1786,2459656.65659,g,17.806,0.0389,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663848,1786,2459656.65921,g,17.8264,0.0409,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663849,1786,2459656.66201,r,17.7601,0.053,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663850,1786,2459656.66372,r,17.7725,0.0442,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663851,1786,2459656.66561,i,17.6042,0.0549,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663852,1786,2459656.6673,i,17.6793,0.0384,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663853,1786,2459659.61115,B,18.1453,0.0793,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663854,1786,2459659.61377,B,18.1868,0.0783,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663855,1786,2459659.61656,V,17.8168,0.0823,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663856,1786,2459659.61827,V,17.7589,0.0744,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663857,1786,2459659.62015,g,17.834,0.0608,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663858,1786,2459659.62277,g,17.8301,0.0441,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663859,1786,2459659.62557,r,17.6048,0.0708,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663860,1786,2459659.62726,r,17.6587,0.0658,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663861,1786,2459659.62914,i,17.5812,0.0742,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663862,1786,2459659.63084,i,17.5911,0.0849,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663863,1786,2459662.88905,B,18.3652,0.0604,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663864,1786,2459662.89167,B,18.3692,0.0475,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663865,1786,2459662.89451,V,18.123,0.0575,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663866,1786,2459662.8962,V,18.0926,0.0545,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663867,1786,2459662.89809,g,18.0387,0.0498,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663868,1786,2459662.90071,g,17.9627,0.0488,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663869,1786,2459662.90352,r,17.8532,0.0462,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663870,1786,2459662.9052,r,17.7748,0.056,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663871,1786,2459662.90708,i,17.9199,0.0703,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663872,1786,2459662.90878,i,17.9208,0.0693,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663873,1786,2459665.88656,B,18.5089,0.0366,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663874,1786,2459665.88917,B,18.4856,0.0376,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663875,1786,2459665.89197,V,18.1951,0.0309,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663876,1786,2459665.89367,V,18.1887,0.0319,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663877,1786,2459665.89554,g,18.1865,0.0213,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663878,1786,2459665.89816,g,18.1893,0.0213,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663879,1786,2459665.90097,r,17.9767,0.0336,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663880,1786,2459665.90267,r,18.0113,0.0336,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663881,1786,2459665.90455,i,17.922,0.0549,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663882,1786,2459665.90624,i,17.9039,0.0531,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663883,1786,2459674.88595,B,18.8315,0.0376,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663884,1786,2459674.88858,B,18.8409,0.0357,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663885,1786,2459674.89144,V,18.3684,0.0242,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:03,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663886,1786,2459674.89332,V,18.3684,0.0261,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663887,1786,2459674.89521,g,18.4626,0.0212,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663888,1786,2459674.89783,g,18.4592,0.0231,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663889,1786,2459674.90066,r,18.0725,0.0252,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663890,1786,2459674.90234,r,18.1077,0.0234,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663891,1786,2459674.90423,i,18.0941,0.0484,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663892,1786,2459674.906,i,18.086,0.0568,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663893,1786,2459681.53015,B,19.1923,0.1342,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663894,1786,2459681.53915,g,18.881,0.1136,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663895,1786,2459681.54176,g,18.7642,0.0514,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663896,1786,2459681.54457,r,18.2613,0.1324,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663897,1786,2459681.54625,r,18.2253,0.0787,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663898,1786,2459681.54816,i,18.238,0.0937,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663899,1786,2459681.54985,i,18.0985,0.1055,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663900,1786,2459687.813,B,20.0109,0.2191,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663901,1786,2459687.81565,B,19.718,0.1662,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663902,1786,2459687.81846,V,18.6953,0.1083,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663903,1786,2459687.82017,V,18.7541,0.1163,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663904,1786,2459687.82203,g,19.0543,0.0898,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663905,1786,2459687.82466,g,19.1148,0.0868,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663906,1786,2459687.82748,r,18.4207,0.0777,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663907,1786,2459687.82917,r,18.4042,0.0757,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663908,1786,2459687.83105,i,18.1557,0.0839,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663909,1786,2459687.83275,i,18.2109,0.0869,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663910,1786,2459694.80954,B,19.7475,0.0723,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663911,1786,2459694.81216,B,19.7361,0.0733,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663912,1786,2459694.81497,V,18.6884,0.0446,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663913,1786,2459694.81668,V,18.756,0.0436,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663914,1786,2459694.81857,g,19.1101,0.0311,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663915,1786,2459694.8212,g,19.0893,0.0311,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663916,1786,2459694.82401,r,18.3118,0.0336,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663917,1786,2459694.82759,i,18.297,0.0664,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663918,1786,2459694.82928,i,18.2772,0.0664,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663919,1786,2459700.81665,B,19.7573,0.0963,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663920,1786,2459700.81926,B,19.8617,0.0992,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663921,1786,2459700.82206,V,18.7341,0.0387,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663922,1786,2459700.82375,V,18.7423,0.0427,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663923,1786,2459700.82561,g,19.1842,0.0437,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663924,1786,2459700.82823,g,19.2068,0.0398,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663925,1786,2459700.83103,r,18.3074,0.0346,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663926,1786,2459700.83272,r,18.2896,0.0355,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663927,1786,2459700.83459,i,18.2967,0.0607,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663928,1786,2459700.83627,i,18.2595,0.0578,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,10,1m004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663929,1786,2459706.79899,B,19.9913,0.1042,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663930,1786,2459706.80161,B,19.9237,0.0903,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663931,1786,2459706.80445,V,18.9391,0.0486,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663932,1786,2459706.80614,V,18.8893,0.0407,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663933,1786,2459706.80803,g,19.3065,0.0388,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663934,1786,2459706.81065,g,19.3071,0.0378,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663935,1786,2459706.81347,r,18.3956,0.0327,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663936,1786,2459706.81516,r,18.2688,0.0317,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663937,1786,2459706.81708,i,18.205,0.0607,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663938,1786,2459706.81877,i,18.3019,0.0645,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,8,1m009,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663939,1786,2459712.45586,V,19.298,0.0992,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663940,1786,2459712.45848,V,19.1613,0.0953,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663941,1786,2459712.46132,g,19.692,0.0877,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663942,1786,2459712.46511,g,19.688,0.0917,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663943,1786,2459712.46911,r,18.5887,0.0579,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663944,1786,2459712.47173,r,18.638,0.0569,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663945,1786,2459712.47453,i,18.5123,0.0751,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663946,1786,2459712.47717,i,18.5878,0.0761,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663947,1786,2459718.91839,B,21.0978,0.3071,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663948,1786,2459718.9222,B,20.5996,0.2112,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663949,1786,2459718.92624,V,19.4669,0.1203,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663950,1786,2459718.92886,V,19.3323,0.0894,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663951,1786,2459718.93171,g,20.032,0.1416,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663952,1786,2459718.9355,g,19.7445,0.1048,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663953,1786,2459718.93955,r,18.682,0.0619,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:04,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663954,1786,2459718.94217,r,18.6679,0.0599,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663955,1786,2459718.94507,i,18.6375,0.0918,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663956,1786,2459718.9477,i,18.5753,0.0869,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663957,1786,2459724.89965,B,20.8257,0.1962,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663958,1786,2459724.90364,V,19.8833,0.1223,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663959,1786,2459724.90626,V,20.128,0.1602,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663960,1786,2459724.90905,g,20.5524,0.1057,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663961,1786,2459724.91285,g,20.5664,0.1077,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663962,1786,2459724.9168,r,19.1938,0.055,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663963,1786,2459724.91941,r,19.1579,0.0639,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663964,1786,2459724.92222,i,19.1305,0.1154,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663965,1786,2459724.92484,i,18.999,0.1194,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663966,1786,2459732.64224,B,21.7042,0.3051,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663967,1786,2459732.64602,B,21.896,0.3451,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663968,1786,2459732.64998,V,20.9664,0.3061,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663969,1786,2459732.6526,V,20.7222,0.1832,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663970,1786,2459732.65542,g,21.1623,0.1309,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
