#id,targetid,jd,filter,mag,magerr,datatype,reference,quality,instrumentid,telescopeid,groupid,datecreated,source,note,flux,fluxerr,fluxunit,SNR,mag3sig,objectname,dateobs
2663971,1786,2459732.65922,g,21.2205,0.1349,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663972,1786,2459732.66321,r,19.8229,0.1016,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663973,1786,2459732.66583,r,19.869,0.0956,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663974,1786,2459732.66862,i,19.5251,0.1303,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663975,1786,2459732.67124,i,19.639,0.1303,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
#2663976,1786,2459738.6109,B,20.6634,0.1992,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
#2663977,1786,2459738.61469,B,20.825,0.1992,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663978,1786,2459738.61865,V,20.8525,0.2351,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663979,1786,2459738.62129,V,21.1375,0.2831,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663980,1786,2459738.62409,g,21.6617,0.3102,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663981,1786,2459738.62787,g,21.3075,0.2315,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663982,1786,2459738.63184,r,19.7262,0.1454,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663983,1786,2459738.63447,r,19.7047,0.1324,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663984,1786,2459738.63729,i,19.7298,0.1611,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663985,1786,2459738.63991,i,19.7029,0.1511,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663986,1786,2459744.57803,V,20.8883,0.4081,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663987,1786,2459744.58065,V,21.0092,0.4831,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,532,1m001,NULL,NULL,NULL,NULL,NULL,NULL,NULL
#2663988,1786,2459744.58836,B,19.099,0.3381,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663989,1786,2459776.36152,i,20.0964,0.2028,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,4,1m0-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663990,1786,2459789.31283,B,21.8034,0.3062,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663991,1786,2459789.31777,B,22.1463,0.4292,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663992,1786,2459789.32667,V,21.2094,0.2911,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663993,1786,2459789.33065,g,21.9377,0.2878,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663994,1786,2459789.33557,g,22.2555,0.3863,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663995,1786,2459789.34069,r,20.3801,0.1704,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663996,1786,2459789.34447,r,20.0657,0.1355,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663997,1786,2459789.34844,i,20.1026,0.2198,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663998,1786,2459789.35222,i,20.4712,0.2487,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,6,1m0-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
#2663999,1786,2459800.5109,B,20.9128,0.2022,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664000,1786,2459800.52096,V,20.4685,0.1572,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664001,1786,2459800.52872,g,21.7213,0.3508,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664002,1786,2459800.53879,r,19.5932,0.1265,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664003,1786,2459800.54257,r,19.524,0.1295,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664004,1786,2459800.54653,i,19.3885,0.176,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,9,1m005,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664005,1786,2459811.43986,V,21.9509,0.4461,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664006,1786,2459811.44759,g,22.1379,0.2937,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664007,1786,2459811.4577,r,20.776,0.1934,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664008,1786,2459811.46148,r,20.4647,0.1744,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664009,1786,2459811.46545,i,20.2935,0.2119,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664010,1786,2459811.46924,i,20.8516,0.3885,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,533,1m0-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664011,1786,2459822.87836,B,22.0207,0.4543,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664012,1786,2459822.89226,V,21.6452,0.4082,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664013,1786,2459822.89622,g,22.2733,0.3939,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664014,1786,2459822.90117,g,22.1985,0.3899,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664015,1786,2459822.90631,r,20.6747,0.1983,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664016,1786,2459822.91009,r,20.4771,0.2133,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664017,1786,2459822.91408,i,20.2774,0.2059,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:05,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664018,1786,2459822.91786,i,20.5525,0.2607,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,11,1m003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664019,1786,2459833.60071,B,21.8093,0.1754,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664020,1786,2459833.60583,V,21.1321,0.4011,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664021,1786,2459833.6185,g,21.8029,0.3327,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664022,1786,2459833.62366,r,20.8695,0.1405,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664023,1786,2459833.62744,r,20.3094,0.1027,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664024,1786,2459833.63139,i,21.0776,0.4055,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664025,1786,2459833.63517,i,20.4199,0.2558,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,7,1m008,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664026,1786,2459844.59071,B,22.3732,0.3781,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664027,1786,2459844.59565,B,21.9773,0.2841,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664028,1786,2459844.60858,g,21.5952,0.1544,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664029,1786,2459844.61351,g,21.7356,0.1897,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664030,1786,2459844.61863,r,20.928,0.2274,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664031,1786,2459844.6264,i,20.8474,0.2868,1,960,NULL,NULL,NULL,1,2024-05-26 01:09:06,354,1m006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2666507,1786,2459639.122088,orange,17.821,0.043,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,270,12,microjansky,22.5,20.0092437480818,NULL,2022-02-28 14:55:48.403
2666508,1786,2459639.128536,orange,17.77,0.045,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,283,13,microjansky,21.7692307692308,19.9223384824338,NULL,2022-02-28 15:05:05.510
2666509,1786,2459639.151177,orange,17.735,0.039,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,292,12,microjansky,24.3333333333333,20.0092437480818,NULL,2022-02-28 15:37:41.693
2666510,1786,2459639.163307,orange,17.654223615526,0,-1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,262,105,microjansky,2.4952380952381,17.654223615526,NULL,2022-02-28 15:55:09.725
2666511,1786,2459649.107856,cyan,17.429,0.028,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,388,11,microjansky,35.2727272727273,20.1037151503053,NULL,2022-03-10 14:35:18.758
2666512,1786,2459649.110154,cyan,17.411,0.027,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,394,10,microjansky,39.4,20.2071968632008,NULL,2022-03-10 14:38:37.306
2666513,1786,2459651.107599,orange,19.8418767740052,0,-1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,7,14,microjansky,0.5,19.8418767740052,NULL,2022-03-12 14:34:56.554
2666514,1786,2459651.130779,orange,17.453,0.033,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,379,12,microjansky,31.5833333333333,20.0092437480818,NULL,2022-03-12 15:08:19.306
2666515,1786,2459651.152268,orange,17.493,0.054,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,366,20,microjansky,18.3,19.4546218740409,NULL,2022-03-12 15:39:15.955
2666516,1786,2459651.893254,cyan,17.451,0.031,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,380,12,microjansky,31.6666666666667,20.0092437480818,NULL,2022-03-13 09:26:17.146
2666517,1786,2459651.896112,cyan,17.494,0.032,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,365,12,microjansky,30.4166666666667,20.0092437480818,NULL,2022-03-13 09:30:24.077
2666518,1786,2459651.898845,cyan,17.481,0.033,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,369,12,microjansky,30.75,20.0092437480818,NULL,2022-03-13 09:34:20.208
2666519,1786,2459651.902999,cyan,17.555,0.041,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,345,14,microjansky,24.6428571428571,19.8418767740052,NULL,2022-03-13 09:40:19.114
2666520,1786,2459652.080035,orange,17.497,0.042,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,364,16,microjansky,22.75,19.696896906561,NULL,2022-03-13 13:55:15.024
2666521,1786,2459652.081858,orange,17.414,0.034,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,393,13,microjansky,30.2307692307692,19.9223384824338,NULL,2022-03-13 13:57:52.531
2666522,1786,2459652.085049,orange,17.467,0.035,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,374,13,microjansky,28.7692307692308,19.9223384824338,NULL,2022-03-13 14:02:28.234
2666523,1786,2459652.14576,orange,17.469,0.042,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,374,16,microjansky,23.375,19.696896906561,NULL,2022-03-13 15:29:53.664
2666524,1786,2459652.149675,orange,17.417,0.048,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,392,19,microjansky,20.6315789473684,19.5103128608188,NULL,2022-03-13 15:35:31.920
2666525,1786,2459654.055716,orange,17.557,0.067,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,345,23,microjansky,15,19.3028772731569,NULL,2022-03-15 13:20:13.862
2666526,1786,2459654.057548,orange,17.502,0.057,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,362,21,microjansky,17.2380952380952,19.401648626366,NULL,2022-03-15 13:22:52.147
2666527,1786,2459654.060289,orange,17.433,0.045,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,386,18,microjansky,21.4444444444444,19.5690156004426,NULL,2022-03-15 13:26:48.970
2666528,1786,2459654.072994,orange,17.447,0.063,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,381,24,microjansky,15.875,19.2566687589218,NULL,2022-03-15 13:45:06.682
2666529,1786,2459655.00483,orange,17.618,0.062,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,326,20,microjansky,16.3,19.4546218740409,NULL,2022-03-16 12:06:57.312
2666530,1786,2459655.015815,orange,17.396,0.061,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,400,24,microjansky,16.6666666666667,19.2566687589218,NULL,2022-03-16 12:22:46.416
2666531,1786,2459655.017646,orange,17.686,0.081,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,306,25,microjansky,12.24,19.2123468415207,NULL,2022-03-16 12:25:24.614
2666532,1786,2459655.023647,orange,17.588,0.067,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,335,22,microjansky,15.2272727272727,19.3511401611453,NULL,2022-03-16 12:34:03.101
2666533,1786,2459655.057698,orange,17.549,0.097,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,347,34,microjansky,10.2058823529412,18.8784995705952,NULL,2022-03-16 13:23:05.107
2666534,1786,2459655.089415,orange,17.562,0.061,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,343,21,microjansky,16.3333333333333,19.401648626366,NULL,2022-03-16 14:08:45.456
2666535,1786,2459655.091236,orange,17.556,0.074,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,345,26,microjansky,13.2692307692308,19.1697634932738,NULL,2022-03-16 14:11:22.790
2666536,1786,2459655.096723,orange,17.532,0.069,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,353,24,microjansky,14.7083333333333,19.2566687589218,NULL,2022-03-16 14:19:16.867
2666537,1786,2459655.1101,orange,17.482,0.06,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,369,22,microjansky,16.7727272727273,19.3511401611453,NULL,2022-03-16 14:38:32.640
2666538,1786,2459655.835991,orange,17.608,0.085,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,329,28,microjansky,11.75,19.0893017848453,NULL,2022-03-17 08:03:49.622
2666539,1786,2459655.838817,orange,17.738,0.08,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,292,23,microjansky,12.695652173913,19.3028772731569,NULL,2022-03-17 08:07:53.789
2666540,1786,2459655.842942,orange,17.581,0.073,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,337,24,microjansky,14.0416666666667,19.2566687589218,NULL,2022-03-17 08:13:50.189
2666541,1786,2459655.852149,orange,17.427,0.067,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,388,26,microjansky,14.9230769230769,19.1697634932738,NULL,2022-03-17 08:27:05.674
2666542,1786,2459656.005017,orange,17.3037768576134,0,-1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,37,145,microjansky,0.255172413793103,17.3037768576134,NULL,2022-03-17 12:07:13.469
2666543,1786,2459656.007751,orange,17.501,0.137,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,363,50,microjansky,7.26,18.4597718523608,NULL,2022-03-17 12:11:09.686
2666544,1786,2459656.008207,orange,17.714,0.163,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,298,49,microjansky,6.08163265306122,18.4817066631296,NULL,2022-03-17 12:11:49.085
2666545,1786,2459656.013914,orange,17.927,0.171,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,245,42,microjansky,5.83333333333333,18.6490736372061,NULL,2022-03-17 12:20:02.170
2666546,1786,2459656.017124,orange,17.658,0.188,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,314,59,microjansky,5.32203389830508,18.2800668340955,NULL,2022-03-17 12:24:39.514
2666547,1786,2459656.023056,orange,17.517,0.084,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,358,30,microjansky,11.9333333333333,19.0143937264017,NULL,2022-03-17 12:33:12.038
2666548,1786,2459656.988948,orange,17.572,0.275,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,340,93,microjansky,3.65591397849462,17.785989491816,NULL,2022-03-18 11:44:05.107
2666549,1786,2459656.990776,orange,17.395,0.285,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,400,114,microjansky,3.50877192982456,17.5649347348597,NULL,2022-03-18 11:46:43.046
2666550,1786,2459656.99627,orange,17.7743772292016,0,-1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,132,94,microjansky,1.40425531914894,17.7743772292016,NULL,2022-03-18 11:54:37.728
2666551,1786,2459657.001764,orange,16.7476584482498,0,-1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,421,242,microjansky,1.7396694214876,16.7476584482498,NULL,2022-03-18 12:02:32.410
2666552,1786,2459657.055736,orange,17.2889035263304,0,-1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,280,147,microjansky,1.9047619047619,17.2889035263304,NULL,2022-03-18 13:20:15.590
2666553,1786,2459657.059529,orange,17.8459901828254,0,-1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,176,88,microjansky,2,17.8459901828254,NULL,2022-03-18 13:25:43.306
2666554,1786,2459657.066943,orange,17.215,0.196,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,472,93,microjansky,5.0752688172043,17.785989491816,NULL,2022-03-18 13:36:23.875
2666555,1786,2459657.072179,orange,17.043,0.301,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,553,167,microjansky,3.31137724550898,17.1504056853319,NULL,2022-03-18 13:43:56.266
2666556,1786,2459658.030427,orange,17.622,0.069,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,325,22,microjansky,14.7727272727273,19.3511401611453,NULL,2022-03-19 12:43:48.893
2666557,1786,2459658.032717,orange,17.542,0.07,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,349,25,microjansky,13.96,19.2123468415207,NULL,2022-03-19 12:47:06.749
2666558,1786,2459658.042417,orange,17.512,0.077,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,359,28,microjansky,12.8214285714286,19.0893017848453,NULL,2022-03-19 13:01:04.829
2666559,1786,2459658.048875,orange,17.58,0.087,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,337,30,microjansky,11.2333333333333,19.0143937264017,NULL,2022-03-19 13:10:22.800
2666560,1786,2459659.020854,orange,17.667,0.102,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,311,32,microjansky,9.71875,18.9443219174011,NULL,2022-03-20 12:30:01.786
2666561,1786,2459659.024045,orange,17.834,0.132,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,267,35,microjansky,7.62857142857143,18.8470267523252,NULL,2022-03-20 12:34:37.488
2666562,1786,2459659.029515,orange,17.827,0.123,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,269,33,microjansky,8.15151515151515,18.9109120135061,NULL,2022-03-20 12:42:30.096
2666563,1786,2459659.041372,orange,17.404,0.068,1,494,NULL,NULL,55,1073741823,2024-07-11 06:08:14,5500,ATLAS,397,27,microjansky,14.7037037037037,19.1287874528034,NULL,2022-03-20 12:59:34.541
